"","PFC","Subcortical","CompositeRecoded.Genotype","AgeInverseCentered","Sex.ID","reducedCorrPercentileContiguous","se","plo","phi","tlo","thi"
"25","Medial_OFC","Accum",-0.673,-0.015,0,0.210396541295463,0.0301838167876265,0.15002890772021,0.270764174870716,-0.0297199649159643,0.45051304750689
"26","MiddleFrontalGyrus","Accum",-0.673,-0.015,0,0.113094047105514,0.0301838167876264,0.0527264135302607,0.173461680680767,-0.127022459105913,0.353210553316941
"27","SuperiorFrontalGyrus","Accum",-0.673,-0.015,0,0.161213383356975,0.0301838167876264,0.100845749781723,0.221581016932228,-0.0789031228544514,0.401329889568402
"28","Ventral_ACC","Accum",-0.673,-0.015,0,0.294056710478334,0.0301838167876265,0.23368907690308,0.354424344053587,0.0539402042669066,0.53417321668976
"29","Dorsal_ACC","Caudate",-0.673,-0.015,0,0.258995435465662,0.0301838167876263,0.198627801890409,0.319363069040914,0.0188789292542348,0.499111941677088
"30","InferiorFrontalGyrus","Caudate",-0.673,-0.015,0,0.171557752423613,0.0301838167876265,0.11119011884836,0.231925385998866,-0.0685587537878139,0.41167425863504
"31","Lateral_OFC","Caudate",-0.673,-0.015,0,0.193474603524313,0.0301838167876265,0.13310696994906,0.253842237099567,-0.0466419026871135,0.43359110973574
"32","Medial_OFC","Caudate",-0.673,-0.015,0,0.16646023659176,0.0301838167876265,0.106092603016507,0.226827870167013,-0.0736562696196666,0.406576742803187
"33","MiddleFrontalGyrus","Caudate",-0.673,-0.015,0,0.16053320466773,0.0301838167876265,0.100165571092477,0.220900838242983,-0.0795833015436967,0.400649710879157
"34","SuperiorFrontalGyrus","Caudate",-0.673,-0.015,0,0.203647710388056,0.0301838167876265,0.143280076812803,0.264015343963309,-0.0364687958233712,0.443764216599483
"35","Ventral_ACC","Caudate",-0.673,-0.015,0,0.28019402373196,0.0301838167876265,0.219826390156707,0.340561657307213,0.0400775175205334,0.520310529943387
"36","Dorsal_ACC","Putamen",-0.673,-0.015,0,0.37780518243223,0.0301838167876263,0.317437548856978,0.438172816007483,0.137688676220804,0.617921688643657
"37","InferiorFrontalGyrus","Putamen",-0.673,-0.015,0,0.261138157062232,0.0301838167876265,0.200770523486979,0.321505790637485,0.0210216508508047,0.501254663273659
"38","Lateral_OFC","Putamen",-0.673,-0.015,0,0.193916912711026,0.0301838167876265,0.133549279135773,0.254284546286279,-0.0461995935004006,0.434033418922453
"39","Medial_OFC","Putamen",-0.673,-0.015,0,0.176162582756816,0.0301838167876265,0.115794949181563,0.236530216332069,-0.0639539234546108,0.416279088968243
"40","MiddleFrontalGyrus","Putamen",-0.673,-0.015,0,0.138912594814094,0.0301838167876265,0.0785449612388411,0.199280228389347,-0.101203911397333,0.379029101025521
"41","SuperiorFrontalGyrus","Putamen",-0.673,-0.015,0,0.193303544050214,0.0301838167876265,0.132935910474961,0.253671177625467,-0.0468129621612128,0.433420050261641
"42","Ventral_ACC","Putamen",-0.673,-0.015,0,0.217931193981935,0.0301838167876265,0.157563560406682,0.278298827557188,-0.0221853122294921,0.458047700193362
"43","Dorsal_ACC","Accum",-0.173,-0.015,0,0.230694263750471,0.0238863693682027,0.182921525014065,0.278467002486876,-0.00656913405475965,0.467957661555702
"44","InferiorFrontalGyrus","Accum",-0.173,-0.015,0,0.153236554724561,0.0238863693682028,0.105463815988155,0.201009293460966,-0.08402684308067,0.390499952529791
