"","PFC","Subcortical","MAOA.Genotype","AgeInverseCentered","Sex.ID","reducedCorrPercentileContiguous","se","plo","phi","tlo","thi"
"535","Lateral_OFC","Caudate",-0.273,0.018,0,0.265114768119971,0.0224352054268699,0.220244357266232,0.309985178973711,0.0292319897978788,0.500997546442064
"536","Medial_OFC","Caudate",-0.273,0.018,0,0.216033919892801,0.0224352054268699,0.171163509039061,0.260904330746541,-0.0198488584292913,0.451916698214894
"537","MiddleFrontalGyrus","Caudate",-0.273,0.018,0,0.235200945650066,0.0224352054268699,0.190330534796326,0.280071356503806,-0.000681832672026844,0.471083723972158
"538","SuperiorFrontalGyrus","Caudate",-0.273,0.018,0,0.287365651637179,0.0224352054268699,0.24249524078344,0.332236062490919,0.0514828733150869,0.523248429959272
"539","Ventral_ACC","Caudate",-0.273,0.018,0,0.349232211558135,0.0224352054268699,0.304361800704395,0.394102622411875,0.113349433236042,0.585114989880227
"540","Dorsal_ACC","Putamen",-0.273,0.018,0,0.461450462776269,0.0224352054268699,0.416580051922529,0.506320873630009,0.225567684454177,0.697333241098362
"541","InferiorFrontalGyrus","Putamen",-0.273,0.018,0,0.366223643883156,0.0224352054268699,0.321353233029416,0.411094054736896,0.130340865561063,0.602106422205249
"542","Lateral_OFC","Putamen",-0.273,0.018,0,0.260728175071616,0.0224352054268699,0.215857764217876,0.305598585925355,0.024845396749523,0.496610953393708
"543","Medial_OFC","Putamen",-0.273,0.018,0,0.235586652417224,0.0224352054268699,0.190716241563485,0.280457063270964,-0.000296125904868272,0.471469430739317
"544","MiddleFrontalGyrus","Putamen",-0.273,0.018,0,0.207308151948747,0.0224352054268699,0.162437741095007,0.252178562802487,-0.0285746263733459,0.443190930270839
"545","SuperiorFrontalGyrus","Putamen",-0.273,0.018,0,0.284384646060499,0.0224352054268699,0.239514235206759,0.329255056914239,0.0485018677384066,0.520267424382592
"546","Ventral_ACC","Putamen",-0.273,0.018,0,0.308806033127112,0.0224352054268699,0.263935622273373,0.353676443980852,0.0729232548050198,0.544688811449205
"547","Dorsal_ACC","Accum",0.727,0.018,0,0.37241169646122,0.0291620476386176,0.314087601183984,0.430735791738455,0.133604176837833,0.611219216084606
"548","InferiorFrontalGyrus","Accum",0.727,0.018,0,0.256788802039181,0.0291620476386181,0.198464706761945,0.315112897316417,0.0179812824157944,0.495596321662568
"549","Lateral_OFC","Accum",0.727,0.018,0,0.231583952999902,0.0291620476386181,0.173259857722666,0.289908048277138,-0.00722356662348472,0.470391472623289
"550","Medial_OFC","Accum",0.727,0.018,0,0.266696760278031,0.0291620476386181,0.208372665000794,0.325020855555267,0.0278892406546439,0.505504279901417
"551","MiddleFrontalGyrus","Accum",0.727,0.018,0,0.182803442104181,0.0291620476386181,0.124479346826945,0.241127537381417,-0.0560040775192056,0.421610961727568
"552","SuperiorFrontalGyrus","Accum",0.727,0.018,0,0.245105850786414,0.0291620476386181,0.186781755509178,0.303429946063651,0.00629833116302772,0.483913370409801
"553","Ventral_ACC","Accum",0.727,0.018,0,0.393089490677325,0.0291620476386181,0.334765395400089,0.451413585954562,0.154281971053939,0.631897010300712
"554","Dorsal_ACC","Caudate",0.727,0.018,0,0.473185095487592,0.0291620476386181,0.414861000210355,0.531509190764828,0.234377575864205,0.711992615110978
"555","InferiorFrontalGyrus","Caudate",0.727,0.018,0,0.35684236254308,0.0291620476386182,0.298518267265843,0.415166457820316,0.118034842919693,0.595649882166466
"556","Lateral_OFC","Caudate",0.727,0.018,0,0.29777432738598,0.0291620476386182,0.239450232108743,0.356098422663216,0.0589668077625931,0.536581847009367
"557","Medial_OFC","Caudate",0.727,0.018,0,0.227651695823681,0.0291620476386182,0.169327600546444,0.285975791100917,-0.011155823799706,0.466459215447067
"558","MiddleFrontalGyrus","Caudate",0.727,0.018,0,0.26650411631219,0.0291620476386182,0.208180021034953,0.324828211589426,0.0276965966888029,0.505311635935576
"559","SuperiorFrontalGyrus","Caudate",0.727,0.018,0,0.337384618260744,0.0291620476386182,0.279060522983508,0.395708713537981,0.0985770986373578,0.576192137884131
"560","Ventral_ACC","Caudate",0.727,0.018,0,0.397600833028365,0.0291620476386182,0.339276737751129,0.455924928305601,0.158793313404978,0.636408352651752
"561","Dorsal_ACC","Putamen",0.727,0.018,0,0.536664730174165,0.0291620476386181,0.478340634896929,0.594988825451402,0.297857210550779,0.775472249797552
"562","InferiorFrontalGyrus","Putamen",0.727,0.018,0,0.427495560851186,0.0291620476386182,0.369171465573949,0.485819656128422,0.188688041227799,0.666303080474572
"563","Lateral_OFC","Putamen",0.727,0.018,0,0.295032134261075,0.0291620476386182,0.236708038983838,0.353356229538311,0.0562246146376879,0.533839653884461
"564","Medial_OFC","Putamen",0.727,0.018,0,0.256037922034798,0.0291620476386182,0.197713826757561,0.314362017312034,0.017230402411411,0.494845441658184
"565","MiddleFrontalGyrus","Putamen",0.727,0.018,0,0.230292399135428,0.0291620476386182,0.171968303858192,0.288616494412665,-0.00851512048795824,0.469099918758815
"566","SuperiorFrontalGyrus","Putamen",0.727,0.018,0,0.325697224594865,0.0291620476386182,0.267373129317628,0.384021319872101,0.0868897049714781,0.564504744218251
"567","Ventral_ACC","Putamen",0.727,0.018,0,0.370623472571617,0.0291620476386182,0.312299377294381,0.428947567848854,0.13181595294823,0.609430992195004
"568","Dorsal_ACC","Accum",-1.273,0.026,0,0.235721925123199,0.0486376766698139,0.138446571783571,0.332997278462827,-0.0154549561897824,0.48689880643618
"569","InferiorFrontalGyrus","Accum",-1.273,0.026,0,0.188658956458705,0.0486376766698146,0.0913836031190763,0.285934309798335,-0.0625179248542764,0.439835837771687
"570","Lateral_OFC","Accum",-1.273,0.026,0,0.183567795442227,0.0486376766698146,0.0862924421025978,0.280843148781856,-0.0676090858707549,0.434744676755209
"571","Medial_OFC","Accum",-1.273,0.026,0,0.247000168204412,0.0486376766698146,0.149724814864783,0.344275521544041,-0.00417671310856993,0.498177049517394
"572","MiddleFrontalGyrus","Accum",-1.273,0.026,0,0.130947229014159,0.0486376766698146,0.0336718756745303,0.228222582353789,-0.120229652298822,0.382124110327141
"573","SuperiorFrontalGyrus","Accum",-1.273,0.026,0,0.197027042028313,0.0486376766698146,0.0997516886886836,0.294302395367942,-0.0541498392846691,0.448203923341295
"574","Ventral_ACC","Accum",-1.273,0.026,0,0.327211677007935,0.0486376766698146,0.229936323668305,0.424487030347564,0.0760347956949528,0.578388558320917
"575","Dorsal_ACC","Caudate",-1.273,0.026,0,0.19996323994468,0.0486376766698146,0.10268788660505,0.297238593284309,-0.0512136413683023,0.451140121257661
"576","InferiorFrontalGyrus","Caudate",-1.273,0.026,0,0.257782468286034,0.0486376766698147,0.160507114946404,0.355057821625663,0.00660558697305175,0.508959349599016
"577","Lateral_OFC","Caudate",-1.273,0.026,0,0.237288608477279,0.0486376766698147,0.14001325513765,0.334563961816909,-0.0138882728357028,0.488465489790261
"578","Medial_OFC","Caudate",-1.273,0.026,0,0.210483655296192,0.0486376766698147,0.113208301956562,0.307759008635821,-0.0406932260167903,0.461660536609174
"579","MiddleFrontalGyrus","Caudate",-1.273,0.026,0,0.213283268902608,0.0486376766698147,0.116007915562979,0.310558622242237,-0.037893612410374,0.46446015021559
"580","SuperiorFrontalGyrus","Caudate",-1.273,0.026,0,0.24123066539816,0.0486376766698147,0.14395531205853,0.338506018737789,-0.0099462159148222,0.492407546711142
"581","Ventral_ACC","Caudate",-1.273,0.026,0,0.296773304442857,0.0486376766698147,0.199497951103228,0.394048657782487,0.0455964231298752,0.547950185755839
"582","Dorsal_ACC","Putamen",-1.273,0.026,0,0.392801326610863,0.0486376766698146,0.295525973271233,0.490076679950492,0.141624445297881,0.643978207923844
"583","InferiorFrontalGyrus","Putamen",-1.273,0.026,0,0.322434849890639,0.0486376766698147,0.225159496551009,0.419710203230268,0.0712579685776568,0.573611731203621
"584","Lateral_OFC","Putamen",-1.273,0.026,0,0.239602481358825,0.0486376766698147,0.142327128019195,0.336877834698454,-0.0115743999541571,0.490779362671807
"585","Medial_OFC","Putamen",-1.273,0.026,0,0.232074107716589,0.0486376766698147,0.134798754376959,0.329349461056218,-0.0191027735963933,0.483250989029571
"586","MiddleFrontalGyrus","Putamen",-1.273,0.026,0,0.201003611988999,0.0486376766698147,0.103728258649369,0.298278965328628,-0.0501732693239832,0.452180493301981
"587","SuperiorFrontalGyrus","Putamen",-1.273,0.026,0,0.26189492190635,0.0486376766698147,0.164619568566721,0.35917027524598,0.0107180405933681,0.513071803219332
"588","Ventral_ACC","Putamen",-1.273,0.026,0,0.258791658909304,0.0486376766698147,0.161516305569675,0.356067012248934,0.00761477759632229,0.509968540222286
"589","Dorsal_ACC","Accum",-0.273,0.026,0,0.321935117738734,0.0291816502464423,0.263571817245849,0.380298418231618,0.0831180199773111,0.560752215500156
"590","InferiorFrontalGyrus","Accum",-0.273,0.026,0,0.233234709518866,0.0291816502464437,0.174871409025979,0.291598010011754,-0.00558238824255691,0.472051807280289
"591","Lateral_OFC","Accum",-0.273,0.026,0,0.211452264705812,0.0291816502464437,0.153088964212924,0.269815565198699,-0.0273648330556113,0.450269362467235
"592","Medial_OFC","Accum",-0.273,0.026,0,0.26299076895213,0.0291816502464437,0.204627468459243,0.321354069445018,0.0241736711907071,0.501807866713553
"593","MiddleFrontalGyrus","Accum",-0.273,0.026,0,0.160566903101155,0.0291816502464437,0.102203602608267,0.218930203594042,-0.0782501946602686,0.399384000862578
"594","SuperiorFrontalGyrus","Accum",-0.273,0.026,0,0.227470376155069,0.0291816502464437,0.169107075662182,0.285833676647957,-0.011346721606354,0.466287473916492
"595","Ventral_ACC","Accum",-0.273,0.026,0,0.368821270370889,0.0291816502464437,0.310457969878002,0.427184570863777,0.130004172609466,0.607638368132312
"596","Dorsal_ACC","Caudate",-0.273,0.026,0,0.371744390893942,0.0291816502464438,0.313381090401055,0.43010769138683,0.132927293132519,0.610561488655366
"597","InferiorFrontalGyrus","Caudate",-0.273,0.026,0,0.332089549617141,0.0291816502464438,0.273726249124254,0.390452850110029,0.0932724518557182,0.570906647378565
"598","Lateral_OFC","Caudate",-0.273,0.026,0,0.282284834284869,0.0291816502464438,0.223921533791982,0.340648134777757,0.0434677365234461,0.521101932046293
"599","Medial_OFC","Caudate",-0.273,0.026,0,0.228798597237516,0.0291816502464438,0.170435296744628,0.287161897730403,-0.0100185005239076,0.467615694998939
"600","MiddleFrontalGyrus","Caudate",-0.273,0.026,0,0.252862728285045,0.0291816502464438,0.194499427792158,0.311226028777933,0.0140456305236222,0.491679826046469
"601","SuperiorFrontalGyrus","Caudate",-0.273,0.026,0,0.307747148023062,0.0291816502464438,0.249383847530175,0.36611044851595,0.0689300502616392,0.546564245784486
"602","Ventral_ACC","Caudate",-0.273,0.026,0,0.368552668025218,0.0291816502464438,0.31018936753233,0.426915968518105,0.129735570263795,0.607369765786641
"603","Dorsal_ACC","Putamen",-0.273,0.026,0,0.47382668574864,0.0291816502464438,0.415463385255752,0.532189986241527,0.235009587987216,0.712643783510063
"604","InferiorFrontalGyrus","Putamen",-0.273,0.026,0,0.384950643169491,0.0291816502464438,0.326587342676603,0.443313943662378,0.146133545408067,0.623767740930914
"605","Lateral_OFC","Putamen",-0.273,0.026,0,0.272819394402144,0.0291816502464438,0.214456093909257,0.331182694895032,0.0340022966407213,0.511636492163568
"606","Medial_OFC","Putamen",-0.273,0.026,0,0.249559518404158,0.0291816502464438,0.191196217911271,0.307922818897046,0.0107424206427349,0.488376616165581
"607","MiddleFrontalGyrus","Putamen",-0.273,0.026,0,0.218780841490813,0.0291816502464438,0.160417540997926,0.277144141983701,-0.0200362562706101,0.457597939252236
"608","SuperiorFrontalGyrus","Putamen",-0.273,0.026,0,0.30002218058634,0.0291816502464438,0.241658880093453,0.358385481079228,0.0612050828249169,0.538839278347763
"609","Ventral_ACC","Putamen",-0.273,0.026,0,0.324097970086714,0.0291816502464438,0.265734669593826,0.382461270579601,0.0852808723252903,0.562915067848137
"610","Dorsal_ACC","Accum",0.727,0.026,0,0.408148310354268,0.0387279828500479,0.330692344654173,0.485604276054364,0.163962401749164,0.652334218959373
"611","InferiorFrontalGyrus","Accum",0.727,0.026,0,0.277810462579027,0.0387279828500492,0.200354496878929,0.355266428279125,0.0336245539739216,0.521996371184132
"612","Lateral_OFC","Accum",0.727,0.026,0,0.239336733969397,0.0387279828500492,0.161880768269298,0.316792699669495,-0.00484917463570886,0.483522642574502
"613","Medial_OFC","Accum",0.727,0.026,0,0.278981369699848,0.0387279828500492,0.20152540399975,0.356437335399947,0.034795461094743,0.523167278304954
"614","MiddleFrontalGyrus","Accum",0.727,0.026,0,0.19018657718815,0.0387279828500492,0.112730611488051,0.267642542888248,-0.0539993314169558,0.434372485793255
"615","SuperiorFrontalGyrus","Accum",0.727,0.026,0,0.257913710281826,0.0387279828500492,0.180457744581727,0.335369675981924,0.0137278016767202,0.502099618886931
"616","Ventral_ACC","Accum",0.727,0.026,0,0.410430863733844,0.0387279828500493,0.332974898033745,0.487886829433942,0.166244955128738,0.654616772338949
"617","Dorsal_ACC","Caudate",0.727,0.026,0,0.543525541843205,0.0387279828500492,0.466069576143107,0.620981507543303,0.2993396332381,0.78771145044831
"618","InferiorFrontalGyrus","Caudate",0.727,0.026,0,0.406396630948249,0.0387279828500493,0.32894066524815,0.483852596648348,0.162210722343143,0.650582539553354
"619","Lateral_OFC","Caudate",0.727,0.026,0,0.327281060092459,0.0387279828500493,0.249825094392361,0.404737025792558,0.0830951514873538,0.571466968697565
"620","Medial_OFC","Caudate",0.727,0.026,0,0.24711353917884,0.0387279828500493,0.169657573478741,0.324569504878938,0.0029276305737341,0.491299447783945
"621","MiddleFrontalGyrus","Caudate",0.727,0.026,0,0.292442187667483,0.0387279828500493,0.214986221967384,0.369898153367581,0.0482562790623773,0.536628096272588
"622","SuperiorFrontalGyrus","Caudate",0.727,0.026,0,0.374263630647965,0.0387279828500493,0.296807664947866,0.451719596348064,0.13007772204286,0.618449539253071
"623","Ventral_ACC","Caudate",0.727,0.026,0,0.440332031607579,0.0387279828500493,0.36287606590748,0.517787997307677,0.196146123002473,0.684517940212684
"624","Dorsal_ACC","Putamen",0.727,0.026,0,0.554852044886416,0.0387279828500492,0.477396079186318,0.632308010586515,0.310666136281311,0.799037953491522
"625","InferiorFrontalGyrus","Putamen",0.727,0.026,0,0.447466436448343,0.0387279828500493,0.370010470748244,0.524922402148441,0.203280527843237,0.691652345053448
"626","Lateral_OFC","Putamen",0.727,0.026,0,0.306036307445464,0.0387279828500493,0.228580341745365,0.383492273145563,0.0618503988403586,0.55022221605057
"627","Medial_OFC","Putamen",0.727,0.026,0,0.267044929091728,0.0387279828500493,0.189588963391629,0.344500894791826,0.022859020486622,0.511230837696833
"628","MiddleFrontalGyrus","Putamen",0.727,0.026,0,0.236558070992627,0.0387279828500493,0.159102105292529,0.314014036692726,-0.00762783761247821,0.480743979597733
"629","SuperiorFrontalGyrus","Putamen",0.727,0.026,0,0.33814943926633,0.0387279828500493,0.260693473566232,0.415605404966429,0.0939635306612247,0.582335347871436
"630","Ventral_ACC","Putamen",0.727,0.026,0,0.389404281264123,0.0387279828500493,0.311948315564024,0.466860246964221,0.145218372659017,0.633590189869228
"631","Dorsal_ACC","Accum",-1.273,0.035,0,0.233731754165873,0.0621890585249721,0.109353637115929,0.358109871215818,-0.0291317985371511,0.496595306868898
"632","InferiorFrontalGyrus","Accum",-1.273,0.035,0,0.199097809170169,0.0621890585249734,0.0747196921202227,0.323475926220116,-0.0637657435328562,0.461961361873195
"633","Lateral_OFC","Accum",-1.273,0.035,0,0.189294836572817,0.0621890585249734,0.0649167195228701,0.313672953622764,-0.0735687161302088,0.452158389275842
"634","Medial_OFC","Accum",-1.273,0.035,0,0.256651910435549,0.0621890585249734,0.132273793385603,0.381030027485496,-0.00621164226747634,0.519515463138575
"635","MiddleFrontalGyrus","Accum",-1.273,0.035,0,0.138496599903969,0.0621890585249734,0.0141184828540221,0.262874716953916,-0.124366952799057,0.401360152606995
"636","SuperiorFrontalGyrus","Accum",-1.273,0.035,0,0.206257684958832,0.0621890585249734,0.0818795679088852,0.330635802008779,-0.0566058677441937,0.469121237661858
"637","Ventral_ACC","Accum",-1.273,0.035,0,0.33521870513295,0.0621890585249734,0.210840588083003,0.459596822182897,0.0723551524299243,0.598082257835976
"638","Dorsal_ACC","Caudate",-1.273,0.035,0,0.17640529721843,0.0621890585249734,0.0520271801684836,0.300783414268377,-0.0864582554845953,0.439268849921456
"639","InferiorFrontalGyrus","Caudate",-1.273,0.035,0,0.270149781424834,0.0621890585249735,0.145771664374887,0.394527898474781,0.00728622872180795,0.533013334127859
"640","Lateral_OFC","Caudate",-1.273,0.035,0,0.24272618305351,0.0621890585249735,0.118348066003563,0.367104300103457,-0.0201373696495156,0.505589735756536
"641","Medial_OFC","Caudate",-1.273,0.035,0,0.217309605547245,0.0621890585249735,0.0929314884972984,0.341687722597192,-0.0455539471557803,0.480173158250271
"642","MiddleFrontalGyrus","Caudate",-1.273,0.035,0,0.223841949556607,0.0621890585249735,0.0994638325066604,0.348220066606554,-0.0390216031464183,0.486705502259633
"643","SuperiorFrontalGyrus","Caudate",-1.273,0.035,0,0.245600143330773,0.0621890585249735,0.121222026280826,0.36997826038072,-0.0172634093722527,0.508463696033799
"644","Ventral_ACC","Caudate",-1.273,0.035,0,0.292171733092179,0.0621890585249735,0.167793616042232,0.416549850142126,0.0293081803891529,0.555035285795204
"645","Dorsal_ACC","Putamen",-1.273,0.035,0,0.400187099247413,0.0621890585249734,0.275808982197467,0.52456521629736,0.137323546544388,0.663050651950439
"646","InferiorFrontalGyrus","Putamen",-1.273,0.035,0,0.34210336323809,0.0621890585249735,0.217725246188143,0.466481480288037,0.0792398105350646,0.604966915941116
"647","Lateral_OFC","Putamen",-1.273,0.035,0,0.254428030020077,0.0621890585249735,0.13004991297013,0.378806147070024,-0.00843552268294911,0.517291582723102
"648","Medial_OFC","Putamen",-1.273,0.035,0,0.251130173248144,0.0621890585249735,0.126752056198197,0.375508290298091,-0.011733379454882,0.51399372595117
"649","MiddleFrontalGyrus","Putamen",-1.273,0.035,0,0.219768282619299,0.0621890585249735,0.0953901655693524,0.344146399669246,-0.0430952700837263,0.482631835322325
"650","SuperiorFrontalGyrus","Putamen",-1.273,0.035,0,0.283070633084094,0.0621890585249735,0.158692516034147,0.407448750134041,0.0202070803810681,0.54593418578712
"651","Ventral_ACC","Putamen",-1.273,0.035,0,0.272070107289338,0.0621890585249735,0.147691990239391,0.396448224339285,0.00920655458631214,0.534933659992364
"652","Dorsal_ACC","Accum",-0.273,0.035,0,0.341041877574911,0.037598332906566,0.265845211761779,0.416238543388043,0.0975631929058459,0.584520562243976
"653","InferiorFrontalGyrus","Accum",-0.273,0.035,0,0.250278819928262,0.0375983329065684,0.175082154115125,0.325475485741398,0.00680013525919529,0.493757504597328
"654","Lateral_OFC","Accum",-0.273,0.035,0,0.218676724566447,0.0375983329065683,0.143480058753311,0.293873390379584,-0.0248019601026189,0.462155409235514
"655","Medial_OFC","Accum",-0.273,0.035,0,0.274726732867472,0.0375983329065683,0.199530067054335,0.349923398680608,0.0312480481984052,0.518205417536538
"656","MiddleFrontalGyrus","Accum",-0.273,0.035,0,0.168494602030792,0.0375983329065683,0.0932979362176549,0.243691267843928,-0.0749840826382747,0.411973286699858
"657","SuperiorFrontalGyrus","Accum",-0.273,0.035,0,0.239290118586498,0.0375983329065683,0.164093452773361,0.314486784399634,-0.00418856608256876,0.482768803255564
"658","Ventral_ACC","Accum",-0.273,0.035,0,0.382579306777688,0.0375983329065683,0.307382640964552,0.457775972590825,0.139100622108622,0.626057991446755
"659","Dorsal_ACC","Caudate",-0.273,0.035,0,0.39953192060585,0.0375983329065684,0.324335254792714,0.474728586418987,0.156053235936784,0.643010605274917
"660","InferiorFrontalGyrus","Caudate",-0.273,0.035,0,0.366147482164449,0.0375983329065684,0.290950816351313,0.441344147977586,0.122668797495383,0.609626166833516
"661","Lateral_OFC","Caudate",-0.273,0.035,0,0.30160115872038,0.0375983329065684,0.226404492907243,0.376797824533516,0.0581224740513132,0.545079843389446
"662","Medial_OFC","Caudate",-0.273,0.035,0,0.243158859250319,0.0375983329065684,0.167962193437183,0.318355525063456,-0.000319825418746894,0.486637543919386
"663","MiddleFrontalGyrus","Caudate",-0.273,0.035,0,0.272732233749398,0.0375983329065684,0.197535567936261,0.347928899562534,0.0292535490803312,0.516210918418464
"664","SuperiorFrontalGyrus","Caudate",-0.273,0.035,0,0.330676331457181,0.0375983329065684,0.255479665644044,0.405872997270318,0.0871976467881143,0.574155016126247
"665","Ventral_ACC","Caudate",-0.273,0.035,0,0.390288181550686,0.0375983329065684,0.315091515737549,0.465484847363823,0.14680949688162,0.633766866219753
"666","Dorsal_ACC","Putamen",-0.273,0.035,0,0.487749936592556,0.0375983329065684,0.41255327077942,0.562946602405693,0.24427125192349,0.731228621261623
"667","InferiorFrontalGyrus","Putamen",-0.273,0.035,0,0.406018517366617,0.0375983329065684,0.33082185155348,0.481215183179754,0.162539832697551,0.649497202035684
"668","Lateral_OFC","Putamen",-0.273,0.035,0,0.28642201614899,0.0375983329065684,0.211225350335853,0.361618681962126,0.0429433314799233,0.529900700818056
"669","Medial_OFC","Putamen",-0.273,0.035,0,0.265278992639459,0.0375983329065684,0.190082326826322,0.340475658452595,0.0218003079703923,0.508757677308525
"670","MiddleFrontalGyrus","Putamen",-0.273,0.035,0,0.231687617225638,0.0375983329065684,0.156490951412501,0.306884283038775,-0.0117910674434286,0.475166301894704
"671","SuperiorFrontalGyrus","Putamen",-0.273,0.035,0,0.317614406927911,0.0375983329065684,0.242417741114774,0.392811072741048,0.0741357222588449,0.561093091596978
"672","Ventral_ACC","Putamen",-0.273,0.035,0,0.341301399166265,0.0375983329065684,0.266104733353128,0.416498064979402,0.0978227144971984,0.584780083835331
"673","Dorsal_ACC","Accum",0.727,0.035,0,0.448352000983948,0.0506166391789031,0.347118722626142,0.549585279341754,0.19561595688688,0.701088045081016
"674","InferiorFrontalGyrus","Accum",0.727,0.035,0,0.301459830686354,0.0506166391789052,0.200226552328543,0.402693109044164,0.0487237865892839,0.554195874783424
"675","Lateral_OFC","Accum",0.727,0.035,0,0.248058612560078,0.0506166391789052,0.146825334202268,0.349291890917889,-0.00467743153699163,0.500794656657148
"676","Medial_OFC","Accum",0.727,0.035,0,0.292801555299394,0.0506166391789052,0.191568276941583,0.394034833657204,0.0400655112023239,0.545537599396464
"677","MiddleFrontalGyrus","Accum",0.727,0.035,0,0.198492604157614,0.0506166391789052,0.0972593257998037,0.299725882515425,-0.0542434399394556,0.451228648254684
"678","SuperiorFrontalGyrus","Accum",0.727,0.035,0,0.272322552214163,0.0506166391789052,0.171089273856353,0.373555830571974,0.0195865081170933,0.525058596311233
"679","Ventral_ACC","Accum",0.727,0.035,0,0.429939908422427,0.0506166391789053,0.328706630064616,0.531173186780237,0.177203864325357,0.682675952519496
"680","Dorsal_ACC","Caudate",0.727,0.035,0,0.62265854399327,0.0506166391789052,0.52142526563546,0.72389182235108,0.3699224998962,0.87539458809034
"681","InferiorFrontalGyrus","Caudate",0.727,0.035,0,0.462145182904065,0.0506166391789054,0.360911904546254,0.563378461261876,0.209409138806995,0.714881227001135
"682","Lateral_OFC","Caudate",0.727,0.035,0,0.360476134387249,0.0506166391789054,0.259242856029438,0.46170941274506,0.107740090290179,0.613212178484319
"683","Medial_OFC","Caudate",0.727,0.035,0,0.269008112953394,0.0506166391789054,0.167774834595583,0.370241391311204,0.0162720688563236,0.521744157050464
"684","MiddleFrontalGyrus","Caudate",0.727,0.035,0,0.321622517942188,0.0506166391789053,0.220389239584377,0.422855796299998,0.0688864738451179,0.574358562039258
"685","SuperiorFrontalGyrus","Caudate",0.727,0.035,0,0.415752519583588,0.0506166391789054,0.314519241225778,0.516985797941399,0.163016475486518,0.668488563680658
"686","Ventral_ACC","Caudate",0.727,0.035,0,0.488404630009194,0.0506166391789054,0.387171351651383,0.589637908367004,0.235668585912124,0.741140674106264
"687","Dorsal_ACC","Putamen",0.727,0.035,0,0.575312773937699,0.0506166391789052,0.474079495579889,0.676546052295509,0.322576729840629,0.828048818034769
"688","InferiorFrontalGyrus","Putamen",0.727,0.035,0,0.469933671495144,0.0506166391789054,0.368700393137333,0.571166949852955,0.217197627398074,0.722669715592214
"689","Lateral_OFC","Putamen",0.727,0.035,0,0.318416002277903,0.0506166391789054,0.217182723920092,0.419649280635713,0.0656799581808327,0.571152046374972
"690","Medial_OFC","Putamen",0.727,0.035,0,0.279427812030773,0.0506166391789054,0.178194533672963,0.380661090388584,0.0266917679337036,0.532163856127843
"691","MiddleFrontalGyrus","Putamen",0.727,0.035,0,0.243606951831976,0.0506166391789053,0.142373673474165,0.344840230189787,-0.00912909226509392,0.496342995929046
"692","SuperiorFrontalGyrus","Putamen",0.727,0.035,0,0.352158180771729,0.0506166391789054,0.250924902413918,0.45339145912954,0.0994221366746589,0.604894224868799
"693","Ventral_ACC","Putamen",0.727,0.035,0,0.410532691043192,0.0506166391789054,0.309299412685381,0.511765969401002,0.157796646946122,0.663268735140262
