"","PFC","Subcortical","MAOA.Genotype","AgeInverseCentered","Sex.ID","reducedCorrPercentileContiguous","se","plo","phi","tlo","thi"
"1","Dorsal_ACC","Accum",-1.273,-0.015,0,0.244788259484349,0.0403278727060316,0.164132514072286,0.325444004896412,-0.000431398387408299,0.490007917356106
"2","InferiorFrontalGyrus","Accum",-1.273,-0.015,0,0.141104182995369,0.0403278727060319,0.0604484375833057,0.221759928407433,-0.104115474876388,0.386323840867127
"3","Lateral_OFC","Accum",-1.273,-0.015,0,0.157477941402874,0.0403278727060319,0.07682219599081,0.238133686814938,-0.0877417164688836,0.402697599274631
"4","Medial_OFC","Accum",-1.273,-0.015,0,0.203031120262564,0.0403278727060319,0.1223753748505,0.283686865674628,-0.0421885376091935,0.448250778134321
"5","MiddleFrontalGyrus","Accum",-1.273,-0.015,0,0.0965556505161387,0.0403278727060319,0.015899905104075,0.177211395928203,-0.148664007355619,0.341775308387896
"6","SuperiorFrontalGyrus","Accum",-1.273,-0.015,0,0.154976335344837,0.0403278727060319,0.0743205899327731,0.235632080756901,-0.0902433225269205,0.400195993216594
"7","Ventral_ACC","Accum",-1.273,-0.015,0,0.290735215549532,0.0403278727060319,0.210079470137468,0.371390960961595,0.0455155576777743,0.535954873421289
"8","Dorsal_ACC","Caudate",-1.273,-0.015,0,0.307282756808704,0.040327872706032,0.22662701139664,0.387938502220768,0.0620630989369464,0.552502414680461
"9","InferiorFrontalGyrus","Caudate",-1.273,-0.015,0,0.201442486209278,0.0403278727060321,0.120786740797214,0.282098231621342,-0.0437771716624795,0.446662144081035
"10","Lateral_OFC","Caudate",-1.273,-0.015,0,0.212517435407783,0.0403278727060321,0.131861689995719,0.293173180819847,-0.0327022224639745,0.45773709327954
"11","Medial_OFC","Caudate",-1.273,-0.015,0,0.179387659708058,0.0403278727060321,0.098731914295994,0.260043405120122,-0.0658319981636993,0.424607317579816
"12","MiddleFrontalGyrus","Caudate",-1.273,-0.015,0,0.165182612589944,0.0403278727060321,0.08452686717788,0.245838358002008,-0.0800370452818133,0.410402270461702
"13","SuperiorFrontalGyrus","Caudate",-1.273,-0.015,0,0.221325265927366,0.0403278727060321,0.140669520515302,0.30198101133943,-0.0238943919443917,0.466544923799123
"14","Ventral_ACC","Caudate",-1.273,-0.015,0,0.317736018373726,0.0403278727060321,0.237080272961662,0.39839176378579,0.0725163605019685,0.562955676245483
"15","Dorsal_ACC","Putamen",-1.273,-0.015,0,0.359155029044354,0.040327872706032,0.27849928363229,0.439810774456418,0.113935371172596,0.604374686916111
"16","InferiorFrontalGyrus","Putamen",-1.273,-0.015,0,0.232833844641137,0.0403278727060321,0.152178099229073,0.313489590053201,-0.0123858132306204,0.478053502512895
"17","Lateral_OFC","Putamen",-1.273,-0.015,0,0.1720638707909,0.0403278727060321,0.0914081253788358,0.252719616202964,-0.0731557870808575,0.417283528662657
"18","Medial_OFC","Putamen",-1.273,-0.015,0,0.145263142517283,0.0403278727060321,0.0646073971052184,0.225918887929347,-0.0999565153544749,0.39048280038904
"19","MiddleFrontalGyrus","Putamen",-1.273,-0.015,0,0.115520112450963,0.0403278727060321,0.0348643670388986,0.196175857863027,-0.129699545420795,0.36073977032272
"20","SuperiorFrontalGyrus","Putamen",-1.273,-0.015,0,0.16542779320774,0.0403278727060321,0.0847720477956755,0.246083538619804,-0.0797918646640178,0.410647451079497
"21","Ventral_ACC","Putamen",-1.273,-0.015,0,0.198300949622485,0.0403278727060321,0.117645204210421,0.278956695034549,-0.0469187082492728,0.443520607494242
"22","Dorsal_ACC","Accum",-0.273,-0.015,0,0.234893211818371,0.023936074197959,0.187021063422453,0.282765360214289,-0.00157893015781788,0.47136535379456
"23","InferiorFrontalGyrus","Accum",-0.273,-0.015,0,0.155589317653843,0.0239360741979594,0.107717169257924,0.203461466049762,-0.0808828243223462,0.392061459630032
"24","Lateral_OFC","Accum",-0.273,-0.015,0,0.178540836451805,0.0239360741979594,0.130668688055886,0.226412984847724,-0.0579313055243841,0.415012978427994
"25","Medial_OFC","Accum",-0.273,-0.015,0,0.209526933337798,0.0239360741979594,0.161654784941879,0.257399081733716,-0.0269452086383915,0.445999075313987
"26","MiddleFrontalGyrus","Accum",-0.273,-0.015,0,0.124451830199475,0.0239360741979594,0.076579681803556,0.172323978595394,-0.112020311776714,0.360923972175664
"27","SuperiorFrontalGyrus","Accum",-0.273,-0.015,0,0.17362488285634,0.0239360741979594,0.125752734460421,0.221497031252259,-0.0628472591198491,0.410097024832529
"28","Ventral_ACC","Accum",-0.273,-0.015,0,0.30614577118436,0.0239360741979594,0.258273622788441,0.354017919580279,0.0696736292081706,0.542617913160549
"29","Dorsal_ACC","Caudate",-0.273,-0.015,0,0.245156755539695,0.0239360741979595,0.197284607143776,0.293028903935614,0.00868461356350611,0.481628897515884
"30","InferiorFrontalGyrus","Caudate",-0.273,-0.015,0,0.176936745790517,0.0239360741979595,0.129064597394598,0.224808894186436,-0.0595353961856724,0.413408887766706
"31","Lateral_OFC","Caudate",-0.273,-0.015,0,0.194288245189767,0.0239360741979595,0.146416096793848,0.242160393585686,-0.0421838967864218,0.430760387165957
"32","Medial_OFC","Caudate",-0.273,-0.015,0,0.163379625845854,0.0239360741979595,0.115507477449935,0.211251774241773,-0.0730925161303352,0.399851767822043
"33","MiddleFrontalGyrus","Caudate",-0.273,-0.015,0,0.162346092280775,0.0239360741979595,0.114473943884856,0.210218240676694,-0.0741260496954146,0.398818234256964
"34","SuperiorFrontalGyrus","Caudate",-0.273,-0.015,0,0.203291979045412,0.0239360741979595,0.155419830649493,0.251164127441331,-0.0331801629307767,0.439764121021602
"35","Ventral_ACC","Caudate",-0.273,-0.015,0,0.269535328631418,0.0239360741979595,0.221663180235499,0.317407477027337,0.0330631866552287,0.506007470607607
"36","Dorsal_ACC","Putamen",-0.273,-0.015,0,0.410398543015241,0.0239360741979595,0.362526394619323,0.45827069141116,0.173926401039052,0.646870684991431
"37","InferiorFrontalGyrus","Putamen",-0.273,-0.015,0,0.288974771827025,0.0239360741979595,0.241102623431106,0.336846920222944,0.0525026298508361,0.525446913803215
"38","Lateral_OFC","Putamen",-0.273,-0.015,0,0.210851895333184,0.0239360741979595,0.162979746937265,0.258724043729103,-0.0256202466430055,0.447324037309373
"39","Medial_OFC","Putamen",-0.273,-0.015,0,0.177948580221122,0.0239360741979595,0.130076431825203,0.225820728617041,-0.0585235617550668,0.414420722197311
"40","MiddleFrontalGyrus","Putamen",-0.273,-0.015,0,0.159983307587723,0.0239360741979595,0.112111159191804,0.207855455983642,-0.0764888343884662,0.396455449563912
"41","SuperiorFrontalGyrus","Putamen",-0.273,-0.015,0,0.219879816141405,0.0239360741979595,0.172007667745486,0.267751964537324,-0.0165923258347844,0.456351958117594
"42","Ventral_ACC","Putamen",-0.273,-0.015,0,0.245726793168758,0.0239360741979595,0.197854644772839,0.293598941564677,0.0092546511925688,0.482198935144947
"43","Dorsal_ACC","Accum",0.727,-0.015,0,0.224998164152393,0.0332219767548405,0.158554210642712,0.291442117662074,-0.015921179813098,0.465917508117885
"44","InferiorFrontalGyrus","Accum",0.727,-0.015,0,0.170074452312316,0.0332219767548408,0.103630498802635,0.236518405821998,-0.0708448916531752,0.410993796277808
"45","Lateral_OFC","Accum",0.727,-0.015,0,0.199603731500736,0.0332219767548408,0.133159777991055,0.266047685010418,-0.0413156124647552,0.440523075466228
"46","Medial_OFC","Accum",0.727,-0.015,0,0.216022746413031,0.0332219767548408,0.14957879290335,0.282466699922713,-0.0248965975524601,0.456942090378523
"47","MiddleFrontalGyrus","Accum",0.727,-0.015,0,0.152348009882811,0.0332219767548408,0.0859040563731292,0.218791963392492,-0.0885713340826807,0.393267353848302
"48","SuperiorFrontalGyrus","Accum",0.727,-0.015,0,0.192273430367843,0.0332219767548408,0.125829476858162,0.258717383877525,-0.0486459135976483,0.433192774333335
"49","Ventral_ACC","Accum",0.727,-0.015,0,0.321556326819188,0.0332219767548408,0.255112373309506,0.388000280328869,0.0806369828536963,0.562475670784679
"50","Dorsal_ACC","Caudate",0.727,-0.015,0,0.183030754270687,0.0332219767548409,0.116586800761005,0.249474707780369,-0.0578885896948047,0.423950098236178
"51","InferiorFrontalGyrus","Caudate",0.727,-0.015,0,0.152431005371755,0.033221976754841,0.0859870518620735,0.218874958881437,-0.0884883385937362,0.393350349337247
"52","Lateral_OFC","Caudate",0.727,-0.015,0,0.176059054971752,0.033221976754841,0.10961510146207,0.242503008481434,-0.0648602889937398,0.416978398937243
"53","Medial_OFC","Caudate",0.727,-0.015,0,0.14737159198365,0.033221976754841,0.0809276384739679,0.213815545493332,-0.0935477519818418,0.388290935949141
"54","MiddleFrontalGyrus","Caudate",0.727,-0.015,0,0.159509571971605,0.033221976754841,0.0930656184619229,0.225953525481287,-0.0814097719938867,0.400428915937097
"55","SuperiorFrontalGyrus","Caudate",0.727,-0.015,0,0.185258692163459,0.033221976754841,0.118814738653777,0.251702645673141,-0.0556606518020324,0.426178036128951
"56","Ventral_ACC","Caudate",0.727,-0.015,0,0.22133463888911,0.033221976754841,0.154890685379428,0.287778592398792,-0.0195847050763819,0.462253982854601
"57","Dorsal_ACC","Putamen",0.727,-0.015,0,0.461642056986129,0.0332219767548409,0.395198103476447,0.528086010495811,0.220722713020638,0.702561400951621
"58","InferiorFrontalGyrus","Putamen",0.727,-0.015,0,0.345115699012913,0.033221976754841,0.278671745503231,0.411559652522595,0.104196355047422,0.586035042978405
"59","Lateral_OFC","Putamen",0.727,-0.015,0,0.249639919875467,0.033221976754841,0.183195966365785,0.316083873385149,0.00872057590997566,0.490559263840959
"60","Medial_OFC","Putamen",0.727,-0.015,0,0.210634017924962,0.033221976754841,0.14419006441528,0.277077971434644,-0.0302853260405294,0.451553361890454
"61","MiddleFrontalGyrus","Putamen",0.727,-0.015,0,0.204446502724483,0.033221976754841,0.138002549214801,0.270890456234165,-0.0364728412410084,0.445365846689975
"62","SuperiorFrontalGyrus","Putamen",0.727,-0.015,0,0.27433183907507,0.033221976754841,0.207887885565388,0.340775792584752,0.0334124951095781,0.515251183040561
"63","Ventral_ACC","Putamen",0.727,-0.015,0,0.293152636715031,0.033221976754841,0.226708683205349,0.359596590224713,0.0522332927495394,0.534071980680523
"64","Dorsal_ACC","Accum",-1.273,-0.012,0,0.24412486916524,0.0366206625732633,0.170883544018714,0.317366194311767,0.00124295743037012,0.487006780900111
"65","InferiorFrontalGyrus","Accum",-1.273,-0.012,0,0.144583800565857,0.0366206625732633,0.0713424754193308,0.217825125712384,-0.0982981111690128,0.387465712300728
"66","Lateral_OFC","Accum",-1.273,-0.012,0,0.15938695511307,0.0366206625732633,0.0861456299665437,0.232628280259597,-0.0834949566218,0.402268866847941
"67","Medial_OFC","Accum",-1.273,-0.012,0,0.206248367672943,0.0366206625732633,0.133007042526416,0.27948969281947,-0.0366335440619273,0.449130279407813
"68","MiddleFrontalGyrus","Accum",-1.273,-0.012,0,0.0990721074794086,0.0366206625732633,0.0258307823328819,0.172313432625935,-0.143809804255462,0.341954019214279
"69","SuperiorFrontalGyrus","Accum",-1.273,-0.012,0,0.158053216321677,0.0366206625732633,0.0848118911751499,0.231294541468203,-0.0848286954131938,0.400935128056547
"70","Ventral_ACC","Accum",-1.273,-0.012,0,0.293404224924537,0.0366206625732634,0.22016289977801,0.366645550071063,0.0505223131896665,0.536286136659407
"71","Dorsal_ACC","Caudate",-1.273,-0.012,0,0.299430109233287,0.0366206625732634,0.226188784086761,0.372671434379814,0.0565481974984171,0.542312020968158
"72","InferiorFrontalGyrus","Caudate",-1.273,-0.012,0,0.205564923922211,0.0366206625732635,0.132323598775684,0.278806249068738,-0.0373169878126591,0.448446835657082
"73","Lateral_OFC","Caudate",-1.273,-0.012,0,0.214329960266527,0.0366206625732635,0.14108863512,0.287571285413054,-0.0285519514683438,0.457211872001397
"74","Medial_OFC","Caudate",-1.273,-0.012,0,0.181662976458409,0.0366206625732635,0.108421651311882,0.254904301604936,-0.061218935276461,0.42454488819328
"75","MiddleFrontalGyrus","Caudate",-1.273,-0.012,0,0.168702172807944,0.0366206625732635,0.0954608476614169,0.241943497954471,-0.0741797389269264,0.411584084542814
"76","SuperiorFrontalGyrus","Caudate",-1.273,-0.012,0,0.22278175857157,0.0366206625732635,0.149540433425043,0.296023083718097,-0.0201001531633003,0.465663670306441
"77","Ventral_ACC","Caudate",-1.273,-0.012,0,0.316202161256833,0.0366206625732635,0.242960836110306,0.38944348640336,0.0733202495219627,0.559084072991703
"78","Dorsal_ACC","Putamen",-1.273,-0.012,0,0.361616953256537,0.0366206625732634,0.28837562811001,0.434858278403064,0.118735041521667,0.604498864991408
"79","InferiorFrontalGyrus","Putamen",-1.273,-0.012,0,0.239390015756954,0.0366206625732635,0.166148690610427,0.312631340903481,-0.00349189597791605,0.482271927491825
"80","Lateral_OFC","Putamen",-1.273,-0.012,0,0.177005720344651,0.0366206625732635,0.103764395198124,0.250247045491178,-0.0658761913902198,0.419887632079521
"81","Medial_OFC","Putamen",-1.273,-0.012,0,0.151615164361134,0.0366206625732635,0.0783738392146072,0.224856489507661,-0.0912667473737362,0.394497076096005
"82","MiddleFrontalGyrus","Putamen",-1.273,-0.012,0,0.121775002661063,0.0366206625732635,0.0485336775145359,0.19501632780759,-0.121106909073807,0.364656914395933
"83","SuperiorFrontalGyrus","Putamen",-1.273,-0.012,0,0.172486363600321,0.0366206625732635,0.0992450384537939,0.245727688746848,-0.0703955481345495,0.415368275335191
"84","Ventral_ACC","Putamen",-1.273,-0.012,0,0.202727099082496,0.0366206625732635,0.129485773935969,0.275968424229023,-0.0401548126523746,0.445609010817366
"85","Dorsal_ACC","Accum",-0.273,-0.012,0,0.241262131763763,0.021596946894061,0.198068237975641,0.284456025551886,0.0056925161522724,0.476831747375255
"86","InferiorFrontalGyrus","Accum",-0.273,-0.012,0,0.161270687790308,0.0215969468940611,0.118076794002186,0.20446458157843,-0.0742989278211831,0.396840303401799
"87","Lateral_OFC","Accum",-0.273,-0.012,0,0.180948989738684,0.0215969468940611,0.137755095950561,0.224142883526806,-0.0546206258728075,0.416518605350175
"88","Medial_OFC","Accum",-0.273,-0.012,0,0.213438921309578,0.0215969468940611,0.170245027521456,0.2566328150977,-0.022130694301913,0.449008536921069
"89","MiddleFrontalGyrus","Accum",-0.273,-0.012,0,0.127094396509354,0.0215969468940611,0.0839005027212316,0.170288290297476,-0.108475219102137,0.362664012120845
"90","SuperiorFrontalGyrus","Accum",-0.273,-0.012,0,0.177564797000149,0.0215969468940611,0.134370903212027,0.220758690788272,-0.0580048186113416,0.413134412611641
"91","Ventral_ACC","Accum",-0.273,-0.012,0,0.310731783319959,0.0215969468940611,0.267537889531837,0.353925677108082,0.0751621677084684,0.546301398931451
"92","Dorsal_ACC","Caudate",-0.273,-0.012,0,0.254419265443665,0.0215969468940612,0.211225371655542,0.297613159231787,0.0188496498321734,0.489988881055156
"93","InferiorFrontalGyrus","Caudate",-0.273,-0.012,0,0.188289389972953,0.0215969468940612,0.14509549618483,0.231483283761075,-0.0472802256385385,0.423859005584444
"94","Lateral_OFC","Caudate",-0.273,-0.012,0,0.200727020001604,0.0215969468940612,0.157533126213482,0.243920913789727,-0.034842595609887,0.436296635613095
"95","Medial_OFC","Caudate",-0.273,-0.012,0,0.168166379850122,0.0215969468940612,0.124972486062,0.211360273638244,-0.0674032357613692,0.403735995461613
"96","MiddleFrontalGyrus","Caudate",-0.273,-0.012,0,0.168969260768892,0.0215969468940612,0.125775366980769,0.212163154557014,-0.0666003548425992,0.404538876380383
"97","SuperiorFrontalGyrus","Caudate",-0.273,-0.012,0,0.210935040190119,0.0215969468940612,0.167741146401996,0.254128933978241,-0.0246345754213725,0.44650465580161
"98","Ventral_ACC","Caudate",-0.273,-0.012,0,0.276780499806574,0.0215969468940612,0.233586606018452,0.319974393594696,0.0412108841950829,0.512350115418065
"99","Dorsal_ACC","Putamen",-0.273,-0.012,0,0.41503962662988,0.0215969468940612,0.371845732841758,0.458233520418003,0.179470011018389,0.650609242241371
"100","InferiorFrontalGyrus","Putamen",-0.273,-0.012,0,0.295997396559401,0.0215969468940612,0.252803502771278,0.339191290347523,0.0604277809479097,0.531567012170892
"101","Lateral_OFC","Putamen",-0.273,-0.012,0,0.215386102582132,0.0215969468940612,0.17219220879401,0.258579996370254,-0.0201835130293591,0.450955718193623
"102","Medial_OFC","Putamen",-0.273,-0.012,0,0.183188404966223,0.0215969468940612,0.1399945111781,0.226382298754345,-0.0523812106452686,0.418758020577714
"103","MiddleFrontalGyrus","Putamen",-0.273,-0.012,0,0.164285566165998,0.0215969468940612,0.121091672377875,0.20747945995412,-0.0712840494454933,0.399855181777489
"104","SuperiorFrontalGyrus","Putamen",-0.273,-0.012,0,0.225743891588595,0.0215969468940612,0.182549997800473,0.268937785376718,-0.00982572402289597,0.461313507200086
"105","Ventral_ACC","Putamen",-0.273,-0.012,0,0.251461269528608,0.0215969468940612,0.208267375740486,0.294655163316731,0.0158916539171172,0.487030885140099
"106","Dorsal_ACC","Accum",0.727,-0.012,0,0.238399394362287,0.0297595282027853,0.178880337956716,0.297918450767857,-0.000702779225022238,0.477501567949595
"107","InferiorFrontalGyrus","Accum",0.727,-0.012,0,0.177957575014759,0.0297595282027853,0.118438518609188,0.237476631420329,-0.0611445985725503,0.417059748602067
"108","Lateral_OFC","Accum",0.727,-0.012,0,0.202511024364297,0.0297595282027853,0.142991967958726,0.262030080769867,-0.036591149223012,0.441613197951606
"109","Medial_OFC","Accum",0.727,-0.012,0,0.220629474946213,0.0297595282027853,0.161110418540643,0.280148531351784,-0.0184726986410957,0.459731648533522
"110","MiddleFrontalGyrus","Accum",0.727,-0.012,0,0.155116685539299,0.0297595282027853,0.0955976291337285,0.21463574194487,-0.0839854880480098,0.394218859126608
"111","SuperiorFrontalGyrus","Accum",0.727,-0.012,0,0.197076377678622,0.0297595282027853,0.137557321273052,0.256595434084193,-0.0420257959086864,0.436178551265931
"112","Ventral_ACC","Accum",0.727,-0.012,0,0.328059341715382,0.0297595282027853,0.268540285309812,0.387578398120953,0.0889571681280733,0.567161515302691
"113","Dorsal_ACC","Caudate",0.727,-0.012,0,0.209408421654042,0.0297595282027853,0.149889365248471,0.268927478059612,-0.0296937519332671,0.448510595241351
"114","InferiorFrontalGyrus","Caudate",0.727,-0.012,0,0.171013856023694,0.0297595282027854,0.111494799618123,0.230532912429265,-0.0680883175636149,0.410116029611003
"115","Lateral_OFC","Caudate",0.727,-0.012,0,0.187124079736682,0.0297595282027854,0.127605023331111,0.246643136142253,-0.0519780938506273,0.426226253323991
"116","Medial_OFC","Caudate",0.727,-0.012,0,0.154669783241834,0.0297595282027854,0.0951507268362636,0.214188839647405,-0.0844323903454745,0.393771956829143
"117","MiddleFrontalGyrus","Caudate",0.727,-0.012,0,0.16923634872984,0.0297595282027854,0.109717292324269,0.228755405135411,-0.0698658248574691,0.408338522317149
"118","SuperiorFrontalGyrus","Caudate",0.727,-0.012,0,0.199088321808667,0.0297595282027854,0.139569265403096,0.258607378214238,-0.0400138517786419,0.438190495395976
"119","Ventral_ACC","Caudate",0.727,-0.012,0,0.237358838356315,0.0297595282027854,0.177839781950744,0.296877894761886,-0.00174333523099421,0.476461011943624
"120","Dorsal_ACC","Putamen",0.727,-0.012,0,0.468462300003223,0.0297595282027854,0.408943243597653,0.527981356408794,0.229360126415914,0.707564473590532
"121","InferiorFrontalGyrus","Putamen",0.727,-0.012,0,0.352604777361847,0.0297595282027854,0.293085720956276,0.412123833767418,0.113502603774538,0.591706950949156
"122","Lateral_OFC","Putamen",0.727,-0.012,0,0.253766484819613,0.0297595282027854,0.194247428414043,0.313285541225184,0.0146643112323045,0.492868658406922
"123","Medial_OFC","Putamen",0.727,-0.012,0,0.214761645571311,0.0297595282027854,0.15524258916574,0.274280701976882,-0.0243405280159981,0.45386381915862
"124","MiddleFrontalGyrus","Putamen",0.727,-0.012,0,0.206796129670933,0.0297595282027854,0.147277073265362,0.266315186076504,-0.0323060439163762,0.445898303258242
"125","SuperiorFrontalGyrus","Putamen",0.727,-0.012,0,0.279001419576869,0.0297595282027854,0.219482363171298,0.33852047598244,0.0398992459895604,0.518103593164178
"126","Ventral_ACC","Putamen",0.727,-0.012,0,0.300195439974721,0.0297595282027854,0.24067638356915,0.359714496380292,0.0610932663874118,0.53929761356203
"127","Dorsal_ACC","Accum",-1.273,-0.009,0,0.243461478846132,0.0333075285758422,0.176846421694447,0.310076535997816,0.0024948895062645,0.484428068185999
"128","InferiorFrontalGyrus","Accum",-1.273,-0.009,0,0.148063418136345,0.0333075285758421,0.0814483609846613,0.21467847528803,-0.0929031712035218,0.389030007476213
"129","Lateral_OFC","Accum",-1.273,-0.009,0,0.161295968823267,0.0333075285758421,0.0946809116715828,0.227911025974951,-0.0796706205166003,0.402262558163134
"130","Medial_OFC","Accum",-1.273,-0.009,0,0.209465615083322,0.0333075285758421,0.142850557931638,0.276080672235006,-0.0315009742565451,0.450432204423189
"131","MiddleFrontalGyrus","Accum",-1.273,-0.009,0,0.101588564442678,0.0333075285758421,0.0349735072909942,0.168203621594363,-0.139378024897189,0.342555153782546
"132","SuperiorFrontalGyrus","Accum",-1.273,-0.009,0,0.161130097298516,0.0333075285758421,0.0945150401468321,0.2277451544502,-0.079836492041351,0.402096686638383
"133","Ventral_ACC","Accum",-1.273,-0.009,0,0.296073234299542,0.0333075285758421,0.229458177147858,0.362688291451226,0.0551066449596747,0.537039823639409
"134","Dorsal_ACC","Caudate",-1.273,-0.009,0,0.291577461657871,0.0333075285758422,0.224962404506187,0.358192518809555,0.0506108723180037,0.532544050997738
"135","InferiorFrontalGyrus","Caudate",-1.273,-0.009,0,0.209687361635145,0.0333075285758423,0.14307230448346,0.276302418786829,-0.0312792277047226,0.450653950975012
"136","Lateral_OFC","Caudate",-1.273,-0.009,0,0.21614248512527,0.0333075285758423,0.149527427973586,0.282757542276955,-0.0248241042145971,0.457109074465138
"137","Medial_OFC","Caudate",-1.273,-0.009,0,0.183938293208761,0.0333075285758423,0.117323236057076,0.250553350360445,-0.0570282961311067,0.424904882548628
"138","MiddleFrontalGyrus","Caudate",-1.273,-0.009,0,0.172221733025944,0.0333075285758423,0.105606675874259,0.238836790177628,-0.0687448563139236,0.413188322365811
"139","SuperiorFrontalGyrus","Caudate",-1.273,-0.009,0,0.224238251215775,0.0333075285758423,0.15762319406409,0.290853308367459,-0.0167283381240927,0.465204840555642
"140","Ventral_ACC","Caudate",-1.273,-0.009,0,0.31466830413994,0.0333075285758423,0.248053246988256,0.381283361291625,0.073701714800073,0.555634893479808
"141","Dorsal_ACC","Putamen",-1.273,-0.009,0,0.364078877468721,0.0333075285758422,0.297463820317036,0.430693934620405,0.123112288128854,0.605045466808588
"142","InferiorFrontalGyrus","Putamen",-1.273,-0.009,0,0.245946186872771,0.0333075285758423,0.179331129721087,0.312561244024456,0.00497959753290414,0.486912776212639
"143","Lateral_OFC","Putamen",-1.273,-0.009,0,0.181947569898401,0.0333075285758423,0.115332512746717,0.248562627050086,-0.0590190194414661,0.422914159238269
"144","Medial_OFC","Putamen",-1.273,-0.009,0,0.157967186204986,0.0333075285758423,0.0913521290533014,0.22458224335667,-0.0829994031348815,0.398933775544853
"145","MiddleFrontalGyrus","Putamen",-1.273,-0.009,0,0.128029892871163,0.0333075285758422,0.0614148357194787,0.194644950022848,-0.112936696468704,0.36899648221103
"146","SuperiorFrontalGyrus","Putamen",-1.273,-0.009,0,0.179544933992902,0.0333075285758422,0.112929876841218,0.246159991144587,-0.0614216553469652,0.42051152333277
"147","Ventral_ACC","Putamen",-1.273,-0.009,0,0.207153248542507,0.0333075285758423,0.140538191390823,0.273768305694192,-0.0338133407973603,0.448119837882374
"148","Dorsal_ACC","Accum",-0.273,-0.009,0,0.247631051709156,0.0194924776546475,0.208646096399861,0.286616007018451,0.0127967312207873,0.482465372197524
"149","InferiorFrontalGyrus","Accum",-0.273,-0.009,0,0.166952057926773,0.0194924776546473,0.127967102617479,0.205937013236068,-0.0678822625615953,0.401786378415142
"150","Lateral_OFC","Accum",-0.273,-0.009,0,0.183357143025562,0.0194924776546473,0.144372187716268,0.222342098334857,-0.0514771774628064,0.418191463513931
"151","Medial_OFC","Accum",-0.273,-0.009,0,0.217350909281359,0.0194924776546473,0.178365953972064,0.256335864590653,-0.01748341120701,0.452185229769727
"152","MiddleFrontalGyrus","Accum",-0.273,-0.009,0,0.129736962819233,0.0194924776546473,0.0907520075099383,0.168721918128527,-0.105097357669136,0.364571283307601
"153","SuperiorFrontalGyrus","Accum",-0.273,-0.009,0,0.181504711143959,0.0194924776546473,0.142519755834664,0.220489666453253,-0.0533296093444096,0.416339031632327
"154","Ventral_ACC","Accum",-0.273,-0.009,0,0.315317795455559,0.0194924776546473,0.276332840146265,0.354302750764854,0.0804834749671907,0.550152115943928
"155","Dorsal_ACC","Caudate",-0.273,-0.009,0,0.263681775347634,0.0194924776546474,0.224696820038339,0.302666730656929,0.0288474548592654,0.498516095836002
"156","InferiorFrontalGyrus","Caudate",-0.273,-0.009,0,0.199642034155389,0.0194924776546474,0.160657078846094,0.238626989464683,-0.0351922863329799,0.434476354643757
"157","Lateral_OFC","Caudate",-0.273,-0.009,0,0.207165794813441,0.0194924776546474,0.168180839504146,0.246150750122736,-0.0276685256749277,0.442000115301809
"158","Medial_OFC","Caudate",-0.273,-0.009,0,0.17295313385439,0.0194924776546474,0.133968178545095,0.211938089163685,-0.0618811866339787,0.407787454342758
"159","MiddleFrontalGyrus","Caudate",-0.273,-0.009,0,0.175592429257009,0.0194924776546474,0.136607473947715,0.214577384566304,-0.0592418912313592,0.410426749745378
"160","SuperiorFrontalGyrus","Caudate",-0.273,-0.009,0,0.218578101334825,0.0194924776546474,0.17959314602553,0.257563056644119,-0.0162562191535438,0.453412421823193
"161","Ventral_ACC","Caudate",-0.273,-0.009,0,0.28402567098173,0.0194924776546474,0.245040715672435,0.323010626291025,0.0491913504933615,0.518859991470099
"162","Dorsal_ACC","Putamen",-0.273,-0.009,0,0.419680710244519,0.0194924776546474,0.380695754935225,0.458665665553814,0.184846389756151,0.654515030732888
"163","InferiorFrontalGyrus","Putamen",-0.273,-0.009,0,0.303020021291776,0.0194924776546474,0.264035065982482,0.342004976601071,0.0681857008034078,0.537854341780145
"164","Lateral_OFC","Putamen",-0.273,-0.009,0,0.21992030983108,0.0194924776546474,0.180935354521786,0.258905265140375,-0.0149140106572882,0.454754630319449
"165","Medial_OFC","Putamen",-0.273,-0.009,0,0.188428229711323,0.0194924776546474,0.149443274402028,0.227413185020617,-0.0464060907770458,0.423262550199691
"166","MiddleFrontalGyrus","Putamen",-0.273,-0.009,0,0.168587824744273,0.0194924776546474,0.129602869434978,0.207572780053567,-0.0662464957440958,0.403422145232641
"167","SuperiorFrontalGyrus","Putamen",-0.273,-0.009,0,0.231607967035786,0.0194924776546474,0.192623011726491,0.27059292234508,-0.00322635345258296,0.466442287524154
"168","Ventral_ACC","Putamen",-0.273,-0.009,0,0.257195745888459,0.0194924776546474,0.218210790579164,0.296180701197753,0.0223614254000902,0.492030066376827
"169","Dorsal_ACC","Accum",0.727,-0.009,0,0.25180062457218,0.0265813533793896,0.198637917813401,0.304963331330959,0.0142009513218027,0.489400297822557
"170","InferiorFrontalGyrus","Accum",0.727,-0.009,0,0.185840697717201,0.0265813533793894,0.132677990958422,0.23900340447598,-0.0517589755331763,0.423440370967578
"171","Lateral_OFC","Accum",0.727,-0.009,0,0.205418317227857,0.0265813533793894,0.152255610469079,0.258581023986636,-0.0321813560225198,0.443017990478234
"172","Medial_OFC","Accum",0.727,-0.009,0,0.225236203479395,0.0265813533793894,0.172073496720616,0.278398910238174,-0.0123634697709822,0.462835876729772
