"","PFC","Subcortical","DAT1.Genotype","AgeInverseCentered","Sex.ID","reducedCorrPercentileContiguous","se","plo","phi","tlo","thi"
"250","MiddleFrontalGyrus","Putamen",0.5,0.002,0,0.207939522319224,0.0212124665397827,0.165514589239659,0.25036445539879,-0.0318179554022358,0.447697000040685
"251","SuperiorFrontalGyrus","Putamen",0.5,0.002,0,0.282461923041521,0.0212124665397827,0.240036989961955,0.324886856121086,0.0427044453200606,0.522219400762981
"252","Ventral_ACC","Putamen",0.5,0.002,0,0.308824027657774,0.0212124665397827,0.266399094578209,0.35124896073734,0.069066549936314,0.548581505379234
"253","Dorsal_ACC","Accum",-0.5,0.006,0,0.265405248667119,0.0211053624961874,0.223194523674745,0.307615973659494,0.025685582221221,0.505124915113018
"254","InferiorFrontalGyrus","Accum",-0.5,0.006,0,0.190231749756291,0.0211053624961856,0.148021024763919,0.232442474748662,-0.049487916689607,0.429951416202188
"255","Lateral_OFC","Accum",-0.5,0.006,0,0.185873418009724,0.0211053624961856,0.143662693017353,0.228084143002096,-0.0538462484361734,0.425593084455622
"256","Medial_OFC","Accum",-0.5,0.006,0,0.225912787252304,0.0211053624961856,0.183702062259932,0.268123512244675,-0.0138068791935941,0.465632453698201
"257","MiddleFrontalGyrus","Accum",-0.5,0.006,0,0.137990742869508,0.0211053624961856,0.0957800178771363,0.180201467861879,-0.10172892357639,0.377710409315405
"258","SuperiorFrontalGyrus","Accum",-0.5,0.006,0,0.191213611628995,0.0211053624961856,0.149002886636624,0.233424336621366,-0.0485060548169026,0.430933278074893
"259","Ventral_ACC","Accum",-0.5,0.006,0,0.32676438204992,0.0211053624961856,0.284553657057549,0.368975107042291,0.0870447156040222,0.566484048495818
"260","Dorsal_ACC","Caudate",-0.5,0.006,0,0.30138836928115,0.0211053624961857,0.259177644288779,0.343599094273522,0.0616687028352527,0.541108035727048
"261","InferiorFrontalGyrus","Caudate",-0.5,0.006,0,0.256312136119166,0.0211053624961857,0.214101411126795,0.298522861111538,0.0165924696732684,0.496031802565064
"262","Lateral_OFC","Caudate",-0.5,0.006,0,0.240252239959042,0.0211053624961857,0.198041514966671,0.282462964951414,0.000532573513144535,0.47997190640494
"263","Medial_OFC","Caudate",-0.5,0.006,0,0.18914378456194,0.0211053624961857,0.146933059569569,0.231354509554312,-0.0505758818839576,0.428863451007838
"264","MiddleFrontalGyrus","Caudate",-0.5,0.006,0,0.208765052009929,0.0211053624961857,0.166554327017557,0.2509757770023,-0.0309546144359688,0.448484718455827
"265","SuperiorFrontalGyrus","Caudate",-0.5,0.006,0,0.252555589097467,0.0211053624961857,0.210344864105096,0.294766314089838,0.0128359226515693,0.492275255543365
"266","Ventral_ACC","Caudate",-0.5,0.006,0,0.315808677432369,0.0211053624961857,0.273597952439997,0.35801940242474,0.0760890109864712,0.555528343878267
"267","Dorsal_ACC","Putamen",-0.5,0.006,0,0.44669867974977,0.0211053624961857,0.404487954757398,0.488909404742141,0.206979013303872,0.686418346195667
"268","InferiorFrontalGyrus","Putamen",-0.5,0.006,0,0.342538544540112,0.0211053624961857,0.30032781954774,0.384749269532483,0.102818878094214,0.582258210986009
"269","Lateral_OFC","Putamen",-0.5,0.006,0,0.239275229436569,0.0211053624961857,0.197064504444197,0.28148595442894,-0.00044443700932903,0.478994895882466
"270","Medial_OFC","Putamen",-0.5,0.006,0,0.216774150736384,0.0211053624961857,0.174563425744013,0.258984875728756,-0.0229455157095133,0.456493817182282
"271","MiddleFrontalGyrus","Putamen",-0.5,0.006,0,0.184496390392039,0.0211053624961857,0.142285665399668,0.226707115384411,-0.0552232760538585,0.424216056837937
"272","SuperiorFrontalGyrus","Putamen",-0.5,0.006,0,0.257788248369537,0.0211053624961857,0.215577523377165,0.299998973361908,0.0180685819236392,0.497507914815435
"273","Ventral_ACC","Putamen",-0.5,0.006,0,0.285134447708106,0.0211053624961857,0.242923722715735,0.327345172700478,0.0454147812622085,0.524854114154004
"274","Dorsal_ACC","Accum",0.5,0.006,0,0.317387544456731,0.0223594252231306,0.27266869401047,0.362106394902993,0.0772135476090587,0.557561541304404
"275","InferiorFrontalGyrus","Accum",0.5,0.006,0,0.21749011445563,0.022359425223129,0.172771264009372,0.262208964901888,-0.0226838823920421,0.457664111303302
"276","Lateral_OFC","Accum",0.5,0.006,0,0.219351823988558,0.022359425223129,0.1746329735423,0.264070674434816,-0.0208221728591142,0.45952582083623
"277","Medial_OFC","Accum",0.5,0.006,0,0.257545168500419,0.022359425223129,0.212826318054161,0.302264018946677,0.0173711716527472,0.497719165348092
"278","MiddleFrontalGyrus","Accum",0.5,0.006,0,0.164402233361977,0.022359425223129,0.119683382915719,0.209121083808235,-0.0757717634856947,0.40457623020965
"279","SuperiorFrontalGyrus","Accum",0.5,0.006,0,0.226008527908914,0.022359425223129,0.181289677462656,0.270727378355172,-0.0141654689387578,0.466182524756587
"280","Ventral_ACC","Accum",0.5,0.006,0,0.367963143996378,0.022359425223129,0.32324429355012,0.412681994442636,0.127789147148706,0.608137140844051
"281","Dorsal_ACC","Caudate",0.5,0.006,0,0.352760071040414,0.022359425223129,0.308041220594156,0.397478921486672,0.112586074192742,0.592934067888087
"282","InferiorFrontalGyrus","Caudate",0.5,0.006,0,0.267415113125073,0.0223594252231291,0.222696262678815,0.312133963571331,0.0272411162774009,0.507589109972745
"283","Lateral_OFC","Caudate",0.5,0.006,0,0.243519968972333,0.0223594252231291,0.198801118526075,0.288238819418592,0.0033459721246612,0.483693965820006
"284","Medial_OFC","Caudate",0.5,0.006,0,0.205918618298078,0.0223594252231291,0.16119976785182,0.250637468744336,-0.0342553785495941,0.44609261514575
